BusNo,BusName,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96
322,B122,-0.620287,-0.5888348,-0.590287,-0.5122957,-0.5639826,-0.5059826,-0.3588261,-0.3352435,-0.3917739,-0.4569913,-0.4943652,-0.4233739,-0.412487,-0.4673739,-0.4180609,-0.3970174,-0.4004174,-0.3718783,-0.2973826,-0.2627217,-0.2587391,-0.2573826,-0.2059391,-0.2024783,-0.2217565,-0.2620261,-0.383087,-0.4367652,-0.4777826,-0.6274174,-0.6361217,-0.6305565,-0.6517913,-0.718887,-0.7221391,-0.6356087,-0.5779478,-0.6134,-0.5824261,-0.4515565,-0.4953043,-0.5248261,-0.5377913,-0.4778174,-0.5853565,-0.5940174,-0.4900261,-0.4582696,-0.3973391,-0.3836957,-0.4155739,-0.4752348,-0.4889391,-0.5152435,-0.3947217,-0.290687,-0.3482348,-0.3347217,-0.4671652,-0.488113,-0.4350435,-0.4995913,-0.4236261,-0.3705913,-0.5498087,-0.6508,-0.5586087,-0.5129826,-0.5229913,-0.559487,-0.5196609,-0.4865478,-0.5090957,-0.5786609,-0.5564435,-0.790313,-0.995087,-0.8971217,-0.767,-0.7514261,-0.6146957,-0.8214435,-0.8754261,-1.0881391,-1.264887,-1.2959565,-1.1835826,-1.1117478,-0.952087,-0.9091565,-0.8493739,-0.8518435,-0.7998261,-0.7972261,-0.8333391,-0.795887
325,B123,-0.9428362,-0.8950289,-0.8972362,-0.7786894,-0.8572536,-0.7690936,-0.5454157,-0.5095701,-0.5954963,-0.6946268,-0.7514351,-0.6435283,-0.6269802,-0.7104083,-0.6354525,-0.6034664,-0.6086344,-0.565255,-0.4520216,-0.399337,-0.3932835,-0.3912216,-0.3130275,-0.307767,-0.3370699,-0.3982797,-0.5822922,-0.6638831,-0.7262296,-0.9536744,-0.966905,-0.9584459,-0.9907228,-1.0927082,-1.0976515,-0.9661252,-0.8784807,-0.932368,-0.8852877,-0.6863659,-0.7528626,-0.7977357,-0.8174428,-0.7262824,-0.8897419,-0.9029064,-0.7448397,-0.6965697,-0.6039555,-0.5832174,-0.6316723,-0.7223569,-0.7431875,-0.7831701,-0.599977,-0.4418442,-0.5293169,-0.508777,-0.7100911,-0.7419318,-0.6612661,-0.7593788,-0.6439117,-0.5632988,-0.8357092,-0.989216,-0.8490852,-0.7797336,-0.7949468,-0.8504202,-0.7898845,-0.7395527,-0.7738254,-0.8795645,-0.8457941,-1.2012758,-1.5125322,-1.363625,-1.16584,-1.1421677,-0.9343374,-1.2485941,-1.3306477,-1.6539715,-1.9226282,-1.9698539,-1.7990456,-1.6898567,-1.4471722,-1.3819179,-1.2910483,-1.2948021,-1.2157357,-1.2117837,-1.2666755,-1.2097482
328,B124,-0.620287,-0.5888348,-0.590287,-0.5122957,-0.5639826,-0.5059826,-0.3588261,-0.3352435,-0.3917739,-0.4569913,-0.4943652,-0.4233739,-0.412487,-0.4673739,-0.4180609,-0.3970174,-0.4004174,-0.3718783,-0.2973826,-0.2627217,-0.2587391,-0.2573826,-0.2059391,-0.2024783,-0.2217565,-0.2620261,-0.383087,-0.4367652,-0.4777826,-0.6274174,-0.6361217,-0.6305565,-0.6517913,-0.718887,-0.7221391,-0.6356087,-0.5779478,-0.6134,-0.5824261,-0.4515565,-0.4953043,-0.5248261,-0.5377913,-0.4778174,-0.5853565,-0.5940174,-0.4900261,-0.4582696,-0.3973391,-0.3836957,-0.4155739,-0.4752348,-0.4889391,-0.5152435,-0.3947217,-0.290687,-0.3482348,-0.3347217,-0.4671652,-0.488113,-0.4350435,-0.4995913,-0.4236261,-0.3705913,-0.5498087,-0.6508,-0.5586087,-0.5129826,-0.5229913,-0.559487,-0.5196609,-0.4865478,-0.5090957,-0.5786609,-0.5564435,-0.790313,-0.995087,-0.8971217,-0.767,-0.7514261,-0.6146957,-0.8214435,-0.8754261,-1.0881391,-1.264887,-1.2959565,-1.1835826,-1.1117478,-0.952087,-0.9091565,-0.8493739,-0.8518435,-0.7998261,-0.7972261,-0.8333391,-0.795887
331,B125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338526,-0.1974316,-0.2622947,-0.2989263,-0.3750947,-0.3779368,-0.7896632,-0.9644842,-0.4314947,-0.9617053,-1.6667368,-1.4918526,-1.4213684,-0.8291368,-0.7698947,-1.7739158,-1.9825895,-2.4027789,-2.7948,-2.7750947,-2.5663579,-2.9189053,-3.0232421,-2.3407579,-1.9233474,-2.6566105,-2.1405474,-2.3915368,-3.0457895,-2.7891789,-3.8749263,-1.1365263,-3.1473474,-1.506,-0.9109263,-0.7642737,-0.7671158,-0.3920211,-0.5160632,-0.5499158,-0.4992,-0.4343368,-0.4117263,-0.1832842,-0.3356211,-0.2284421,-0.0677053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,B126,-1.2405739,-1.1776696,-1.1805739,-1.0245913,-1.1279652,-1.0119652,-0.7176522,-0.670487,-0.7835478,-0.9139826,-0.9887304,-0.8467478,-0.8249739,-0.9347478,-0.8361217,-0.7940348,-0.8008348,-0.7437565,-0.5947652,-0.5254435,-0.5174783,-0.5147652,-0.4118783,-0.4049565,-0.443513,-0.5240522,-0.7661739,-0.8735304,-0.9555652,-1.2548348,-1.2722435,-1.261113,-1.3035826,-1.4377739,-1.4442783,-1.2712174,-1.1558957,-1.2268,-1.1648522,-0.903113,-0.9906087,-1.0496522,-1.0755826,-0.9556348,-1.170713,-1.1880348,-0.9800522,-0.9165391,-0.7946783,-0.7673913,-0.8311478,-0.9504696,-0.9778783,-1.030487,-0.7894435,-0.5813739,-0.6964696,-0.6694435,-0.9343304,-0.9762261,-0.870087,-0.9991826,-0.8472522,-0.7411826,-1.0996174,-1.3016,-1.1172174,-1.0259652,-1.0459826,-1.1189739,-1.0393217,-0.9730957,-1.0181913,-1.1573217,-1.112887,-1.5806261,-1.9901739,-1.7942435,-1.534,-1.5028522,-1.2293913,-1.642887,-1.7508522,-2.1762783,-2.5297739,-2.591913,-2.3671652,-2.2234957,-1.9041739,-1.818313,-1.6987478,-1.703687,-1.5996522,-1.5944522,-1.6666783,-1.5917739
337,B127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270821,-0.1579453,-0.2098358,-0.2391411,-0.3000758,-0.3023495,-0.6317305,-0.7715874,-0.3451958,-0.7693642,-1.3333895,-1.1934821,-1.1370947,-0.6633095,-0.6159158,-1.4191326,-1.5860716,-1.9222232,-2.23584,-2.2200758,-2.0530863,-2.3351242,-2.4185937,-1.8726063,-1.5386779,-2.1252884,-1.7124379,-1.9132295,-2.4366316,-2.2313432,-3.0999411,-0.9092211,-2.5178779,-1.2048,-0.7287411,-0.6114189,-0.6136926,-0.3136168,-0.4128505,-0.4399326,-0.39936,-0.3474695,-0.3293811,-0.1466274,-0.2684968,-0.1827537,-0.0541642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,B128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225684,-0.1316211,-0.1748632,-0.1992842,-0.2500632,-0.2519579,-0.5264421,-0.6429895,-0.2876632,-0.6411368,-1.1111579,-0.9945684,-0.9475789,-0.5527579,-0.5132632,-1.1826105,-1.3217263,-1.6018526,-1.8632,-1.8500632,-1.7109053,-1.9459368,-2.0154947,-1.5605053,-1.2822316,-1.7710737,-1.4270316,-1.5943579,-2.0305263,-1.8594526,-2.5832842,-0.7576842,-2.0982316,-1.004,-0.6072842,-0.5095158,-0.5114105,-0.2613474,-0.3440421,-0.3666105,-0.3328,-0.2895579,-0.2744842,-0.1221895,-0.2237474,-0.1522947,-0.0451368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,B129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451368,-0.2632421,-0.3497263,-0.3985684,-0.5001263,-0.5039158,-1.0528842,-1.2859789,-0.5753263,-1.2822737,-2.2223158,-1.9891368,-1.8951579,-1.1055158,-1.0265263,-2.3652211,-2.6434526,-3.2037053,-3.7264,-3.7001263,-3.4218105,-3.8918737,-4.0309895,-3.1210105,-2.5644632,-3.5421474,-2.8540632,-3.1887158,-4.0610526,-3.7189053,-5.1665684,-1.5153684,-4.1964632,-2.008,-1.2145684,-1.0190316,-1.0228211,-0.5226947,-0.6880842,-0.7332211,-0.6656,-0.5791158,-0.5489684,-0.2443789,-0.4474947,-0.3045895,-0.0902737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,B130,-1.8608609,-1.7665043,-1.7708609,-1.536887,-1.6919478,-1.5179478,-1.0764783,-1.0057304,-1.1753217,-1.3709739,-1.4830957,-1.2701217,-1.2374609,-1.4021217,-1.2541826,-1.1910522,-1.2012522,-1.1156348,-0.8921478,-0.7881652,-0.7762174,-0.7721478,-0.6178174,-0.6074348,-0.6652696,-0.7860783,-1.1492609,-1.3102957,-1.4333478,-1.8822522,-1.9083652,-1.8916696,-1.9553739,-2.1566609,-2.1664174,-1.9068261,-1.7338435,-1.8402,-1.7472783,-1.3546696,-1.485913,-1.5744783,-1.6133739,-1.4334522,-1.7560696,-1.7820522,-1.4700783,-1.3748087,-1.1920174,-1.151087,-1.2467217,-1.4257043,-1.4668174,-1.5457304,-1.1841652,-0.8720609,-1.0447043,-1.0041652,-1.4014957,-1.4643391,-1.3051304,-1.4987739,-1.2708783,-1.1117739,-1.6494261,-1.9524,-1.6758261,-1.5389478,-1.5689739,-1.6784609,-1.5589826,-1.4596435,-1.527287,-1.7359826,-1.6693304,-2.3709391,-2.9852609,-2.6913652,-2.301,-2.2542783,-1.844087,-2.4643304,-2.6262783,-3.2644174,-3.7946609,-3.8878696,-3.5507478,-3.3352435,-2.8562609,-2.7274696,-2.5481217,-2.5555304,-2.3994783,-2.3916783,-2.5000174,-2.3876609
349,B131,-2.4811478,-2.3553391,-2.3611478,-2.0491826,-2.2559304,-2.0239304,-1.4353043,-1.3409739,-1.5670957,-1.8279652,-1.9774609,-1.6934957,-1.6499478,-1.8694957,-1.6722435,-1.5880696,-1.6016696,-1.487513,-1.1895304,-1.050887,-1.0349565,-1.0295304,-0.8237565,-0.809913,-0.8870261,-1.0481043,-1.5323478,-1.7470609,-1.9111304,-2.5096696,-2.544487,-2.5222261,-2.6071652,-2.8755478,-2.8885565,-2.5424348,-2.3117913,-2.4536,-2.3297043,-1.8062261,-1.9812174,-2.0993043,-2.1511652,-1.9112696,-2.3414261,-2.3760696,-1.9601043,-1.8330783,-1.5893565,-1.5347826,-1.6622957,-1.9009391,-1.9557565,-2.0609739,-1.578887,-1.1627478,-1.3929391,-1.338887,-1.8686609,-1.9524522,-1.7401739,-1.9983652,-1.6945043,-1.4823652,-2.1992348,-2.6032,-2.2344348,-2.0519304,-2.0919652,-2.2379478,-2.0786435,-1.9461913,-2.0363826,-2.3146435,-2.2257739,-3.1612522,-3.9803478,-3.588487,-3.068,-3.0057043,-2.4587826,-3.2857739,-3.5017043,-4.3525565,-5.0595478,-5.1838261,-4.7343304,-4.4469913,-3.8083478,-3.6366261,-3.3974957,-3.4073739,-3.1993043,-3.1889043,-3.3333565,-3.1835478
352,B132,-1.2405739,-1.1776696,-1.1805739,-1.0245913,-1.1279652,-1.0119652,-0.7176522,-0.670487,-0.7835478,-0.9139826,-0.9887304,-0.8467478,-0.8249739,-0.9347478,-0.8361217,-0.7940348,-0.8008348,-0.7437565,-0.5947652,-0.5254435,-0.5174783,-0.5147652,-0.4118783,-0.4049565,-0.443513,-0.5240522,-0.7661739,-0.8735304,-0.9555652,-1.2548348,-1.2722435,-1.261113,-1.3035826,-1.4377739,-1.4442783,-1.2712174,-1.1558957,-1.2268,-1.1648522,-0.903113,-0.9906087,-1.0496522,-1.0755826,-0.9556348,-1.170713,-1.1880348,-0.9800522,-0.9165391,-0.7946783,-0.7673913,-0.8311478,-0.9504696,-0.9778783,-1.030487,-0.7894435,-0.5813739,-0.6964696,-0.6694435,-0.9343304,-0.9762261,-0.870087,-0.9991826,-0.8472522,-0.7411826,-1.0996174,-1.3016,-1.1172174,-1.0259652,-1.0459826,-1.1189739,-1.0393217,-0.9730957,-1.0181913,-1.1573217,-1.112887,-1.5806261,-1.9901739,-1.7942435,-1.534,-1.5028522,-1.2293913,-1.642887,-1.7508522,-2.1762783,-2.5297739,-2.591913,-2.3671652,-2.2234957,-1.9041739,-1.818313,-1.6987478,-1.703687,-1.5996522,-1.5944522,-1.6666783,-1.5917739
355,B133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0067705,-0.0394863,-0.0524589,-0.0597853,-0.0750189,-0.0755874,-0.1579326,-0.1928968,-0.0862989,-0.1923411,-0.3333474,-0.2983705,-0.2842737,-0.1658274,-0.1539789,-0.3547832,-0.3965179,-0.4805558,-0.55896,-0.5550189,-0.5132716,-0.5837811,-0.6046484,-0.4681516,-0.3846695,-0.5313221,-0.4281095,-0.4783074,-0.6091579,-0.5578358,-0.7749853,-0.2273053,-0.6294695,-0.3012,-0.1821853,-0.1528547,-0.1534232,-0.0784042,-0.1032126,-0.1099832,-0.09984,-0.0868674,-0.0823453,-0.0366568,-0.0671242,-0.0456884,-0.0135411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,B134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135411,-0.0789726,-0.1049179,-0.1195705,-0.1500379,-0.1511747,-0.3158653,-0.3857937,-0.1725979,-0.3846821,-0.6666947,-0.5967411,-0.5685474,-0.3316547,-0.3079579,-0.7095663,-0.7930358,-0.9611116,-1.11792,-1.1100379,-1.0265432,-1.1675621,-1.2092968,-0.9363032,-0.7693389,-1.0626442,-0.8562189,-0.9566147,-1.2183158,-1.1156716,-1.5499705,-0.4546105,-1.2589389,-0.6024,-0.3643705,-0.3057095,-0.3068463,-0.1568084,-0.2064253,-0.2199663,-0.19968,-0.1737347,-0.1646905,-0.0733137,-0.1342484,-0.0913768,-0.0270821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,B135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225684,-0.1316211,-0.1748632,-0.1992842,-0.2500632,-0.2519579,-0.5264421,-0.6429895,-0.2876632,-0.6411368,-1.1111579,-0.9945684,-0.9475789,-0.5527579,-0.5132632,-1.1826105,-1.3217263,-1.6018526,-1.8632,-1.8500632,-1.7109053,-1.9459368,-2.0154947,-1.5605053,-1.2822316,-1.7710737,-1.4270316,-1.5943579,-2.0305263,-1.8594526,-2.5832842,-0.7576842,-2.0982316,-1.004,-0.6072842,-0.5095158,-0.5114105,-0.2613474,-0.3440421,-0.3666105,-0.3328,-0.2895579,-0.2744842,-0.1221895,-0.2237474,-0.1522947,-0.0451368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,B136,-1.2405739,-1.1776696,-1.1805739,-1.0245913,-1.1279652,-1.0119652,-0.7176522,-0.670487,-0.7835478,-0.9139826,-0.9887304,-0.8467478,-0.8249739,-0.9347478,-0.8361217,-0.7940348,-0.8008348,-0.7437565,-0.5947652,-0.5254435,-0.5174783,-0.5147652,-0.4118783,-0.4049565,-0.443513,-0.5240522,-0.7661739,-0.8735304,-0.9555652,-1.2548348,-1.2722435,-1.261113,-1.3035826,-1.4377739,-1.4442783,-1.2712174,-1.1558957,-1.2268,-1.1648522,-0.903113,-0.9906087,-1.0496522,-1.0755826,-0.9556348,-1.170713,-1.1880348,-0.9800522,-0.9165391,-0.7946783,-0.7673913,-0.8311478,-0.9504696,-0.9778783,-1.030487,-0.7894435,-0.5813739,-0.6964696,-0.6694435,-0.9343304,-0.9762261,-0.870087,-0.9991826,-0.8472522,-0.7411826,-1.0996174,-1.3016,-1.1172174,-1.0259652,-1.0459826,-1.1189739,-1.0393217,-0.9730957,-1.0181913,-1.1573217,-1.112887,-1.5806261,-1.9901739,-1.7942435,-1.534,-1.5028522,-1.2293913,-1.642887,-1.7508522,-2.1762783,-2.5297739,-2.591913,-2.3671652,-2.2234957,-1.9041739,-1.818313,-1.6987478,-1.703687,-1.5996522,-1.5944522,-1.6666783,-1.5917739
367,B137,-1.141328,-1.083456,-1.086128,-0.942624,-1.037728,-0.931008,-0.66024,-0.616848,-0.720864,-0.840864,-0.909632,-0.779008,-0.758976,-0.859968,-0.769232,-0.730512,-0.736768,-0.684256,-0.547184,-0.483408,-0.47608,-0.473584,-0.378928,-0.37256,-0.408032,-0.482128,-0.70488,-0.803648,-0.87912,-1.154448,-1.170464,-1.160224,-1.199296,-1.322752,-1.328736,-1.16952,-1.063424,-1.128656,-1.071664,-0.830864,-0.91136,-0.96568,-0.989536,-0.879184,-1.077056,-1.092992,-0.901648,-0.843216,-0.731104,-0.706,-0.764656,-0.874432,-0.899648,-0.948048,-0.726288,-0.534864,-0.640752,-0.615888,-0.859584,-0.898128,-0.80048,-0.919248,-0.779472,-0.681888,-1.011648,-1.197472,-1.02784,-0.943888,-0.962304,-1.029456,-0.956176,-0.895248,-0.936736,-1.064736,-1.023856,-1.454176,-1.83096,-1.650704,-1.41128,-1.382624,-1.13104,-1.511456,-1.610784,-2.002176,-2.327392,-2.38456,-2.177792,-2.045616,-1.75184,-1.672848,-1.562848,-1.567392,-1.47168,-1.466896,-1.533344,-1.464432
370,B138,-0.7195329,-0.6830483,-0.6847329,-0.594263,-0.6542198,-0.5869398,-0.4162383,-0.3888824,-0.4544577,-0.5301099,-0.5734637,-0.4911137,-0.4784849,-0.5421537,-0.4849506,-0.4605402,-0.4644842,-0.4313788,-0.3449638,-0.3047572,-0.3001374,-0.2985638,-0.2388894,-0.2348748,-0.2572376,-0.3039503,-0.4443809,-0.5066477,-0.5542278,-0.7278042,-0.7379012,-0.7314456,-0.7560779,-0.8339089,-0.8376814,-0.7373061,-0.6704195,-0.711544,-0.6756143,-0.5238056,-0.574553,-0.6087983,-0.6238379,-0.5542682,-0.6790136,-0.6890602,-0.5684303,-0.5315927,-0.4609134,-0.445087,-0.4820657,-0.5512723,-0.5671694,-0.5976824,-0.4578772,-0.3371969,-0.4039523,-0.3882772,-0.5419117,-0.5662111,-0.5046504,-0.5795259,-0.4914063,-0.4298859,-0.6377781,-0.754928,-0.6479861,-0.5950598,-0.6066699,-0.6490049,-0.6028066,-0.5643955,-0.590551,-0.6712466,-0.6454744,-0.9167631,-1.1543009,-1.0406612,-0.88972,-0.8716543,-0.713047,-0.9528744,-1.0154943,-1.2622414,-1.4672689,-1.5033096,-1.3729558,-1.2896275,-1.1044209,-1.0546216,-0.9852737,-0.9881384,-0.9277983,-0.9247823,-0.9666734,-0.9232289
373,B139,-1.2033567,-1.1423395,-1.1451567,-0.9938536,-1.0941263,-0.9816063,-0.6961226,-0.6503723,-0.7600414,-0.8865631,-0.9590685,-0.8213454,-0.8002247,-0.9067054,-0.8110381,-0.7702137,-0.7768097,-0.7214438,-0.5769223,-0.5096802,-0.5019539,-0.4993223,-0.3995219,-0.3928078,-0.4302077,-0.5083306,-0.7431887,-0.8473245,-0.9268983,-1.2171897,-1.2340762,-1.2232797,-1.2644751,-1.3946407,-1.4009499,-1.2330809,-1.1212188,-1.189996,-1.1299066,-0.8760197,-0.9608904,-1.0181626,-1.0433151,-0.9269657,-1.1355917,-1.1523937,-0.9506506,-0.889043,-0.7708379,-0.7443696,-0.8062134,-0.9219555,-0.9485419,-0.9995723,-0.7657602,-0.5639327,-0.6755755,-0.6493602,-0.9063005,-0.9469393,-0.8439843,-0.9692071,-0.8218346,-0.7189471,-1.0666289,-1.262552,-1.0837009,-0.9951863,-1.0146031,-1.0854047,-1.0081421,-0.9439028,-0.9876456,-1.1226021,-1.0795003,-1.5332073,-1.9304687,-1.7404162,-1.48798,-1.4577666,-1.1925096,-1.5936003,-1.6983266,-2.1109899,-2.4538807,-2.5141557,-2.2961503,-2.1567908,-1.8470487,-1.7637637,-1.6477854,-1.6525763,-1.5516626,-1.5466186,-1.6166779,-1.5440207
376,B140,-1.0420821,-0.9892424,-0.9916821,-0.8606567,-0.9474908,-0.8500508,-0.6028278,-0.563209,-0.6581802,-0.7677454,-0.8305336,-0.7112682,-0.6929781,-0.7851882,-0.7023423,-0.6669892,-0.6727012,-0.6247555,-0.4996028,-0.4413725,-0.4346817,-0.4324028,-0.3459777,-0.3401635,-0.372551,-0.4402038,-0.6435861,-0.7337656,-0.8026748,-1.0540612,-1.0686845,-1.059335,-1.0950094,-1.2077301,-1.2131937,-1.0678226,-0.9709523,-1.030512,-0.9784758,-0.758615,-0.8321113,-0.8817078,-0.9034894,-0.8027332,-0.983399,-0.9979492,-0.8232438,-0.7698929,-0.6675297,-0.6446087,-0.6981642,-0.7983944,-0.8214177,-0.865609,-0.6631325,-0.4883541,-0.5850344,-0.5623325,-0.7848376,-0.8200299,-0.730873,-0.8393134,-0.7116918,-0.6225934,-0.9236786,-1.093344,-0.9384626,-0.8618108,-0.8786254,-0.9399381,-0.8730303,-0.8174003,-0.8552807,-0.9721503,-0.934825,-1.3277259,-1.6717461,-1.5071645,-1.28856,-1.2623958,-1.0326887,-1.380025,-1.4707158,-1.8280737,-2.1250101,-2.177207,-1.9884188,-1.8677363,-1.5995061,-1.527383,-1.4269482,-1.431097,-1.3437078,-1.3393398,-1.4000097,-1.3370901
379,B141,-2.85332,-2.70864,-2.71532,-2.35656,-2.59432,-2.32752,-1.6506,-1.54212,-1.80216,-2.10216,-2.27408,-1.94752,-1.89744,-2.14992,-1.92308,-1.82628,-1.84192,-1.71064,-1.36796,-1.20852,-1.1902,-1.18396,-0.94732,-0.9314,-1.02008,-1.20532,-1.7622,-2.00912,-2.1978,-2.88612,-2.92616,-2.90056,-2.99824,-3.30688,-3.32184,-2.9238,-2.65856,-2.82164,-2.67916,-2.07716,-2.2784,-2.4142,-2.47384,-2.19796,-2.69264,-2.73248,-2.25412,-2.10804,-1.82776,-1.765,-1.91164,-2.18608,-2.24912,-2.37012,-1.81572,-1.33716,-1.60188,-1.53972,-2.14896,-2.24532,-2.0012,-2.29812,-1.94868,-1.70472,-2.52912,-2.99368,-2.5696,-2.35972,-2.40576,-2.57364,-2.39044,-2.23812,-2.34184,-2.66184,-2.55964,-3.63544,-4.5774,-4.12676,-3.5282,-3.45656,-2.8276,-3.77864,-4.02696,-5.00544,-5.81848,-5.9614,-5.44448,-5.11404,-4.3796,-4.18212,-3.90712,-3.91848,-3.6792,-3.66724,-3.83336,-3.66108
382,B142,-1.190951,-1.1305628,-1.133351,-0.9836077,-1.0828466,-0.9714866,-0.6889461,-0.6436675,-0.7522059,-0.8774233,-0.9491812,-0.8128779,-0.791975,-0.8973579,-0.8026769,-0.7622734,-0.7688014,-0.7140063,-0.5709746,-0.5044257,-0.4967791,-0.4941746,-0.3954031,-0.3887583,-0.4257725,-0.5030901,-0.735527,-0.8385892,-0.9173426,-1.2046414,-1.2213537,-1.2106685,-1.2514393,-1.380263,-1.3865071,-1.2203687,-1.1096598,-1.177728,-1.1182581,-0.8669885,-0.9509843,-1.0076661,-1.0325593,-0.9174094,-1.1238845,-1.1405134,-0.9408501,-0.8798776,-0.7628911,-0.7366957,-0.7979019,-0.9124508,-0.9387631,-0.9892675,-0.7578657,-0.558119,-0.6686108,-0.6426657,-0.8969572,-0.937177,-0.8352835,-0.9592153,-0.8133621,-0.7115353,-1.0556327,-1.249536,-1.0725287,-0.9849266,-1.0041433,-1.074215,-0.9977489,-0.9341718,-0.9774637,-1.1110289,-1.0683715,-1.517401,-1.910567,-1.7224737,-1.47264,-1.4427381,-1.1802157,-1.5771715,-1.6808181,-2.0892271,-2.428583,-2.4882365,-2.2724786,-2.1345558,-1.828007,-1.7455805,-1.6307979,-1.6355395,-1.5356661,-1.5306741,-1.6000111,-1.528103
385,B143,-1.1165165,-1.0599026,-1.0625165,-0.9221322,-1.0151687,-0.9107687,-0.645887,-0.6034383,-0.705193,-0.8225843,-0.8898574,-0.762073,-0.7424765,-0.841273,-0.7525096,-0.7146313,-0.7207513,-0.6693809,-0.5352887,-0.4728991,-0.4657304,-0.4632887,-0.3706904,-0.3644609,-0.3991617,-0.471647,-0.6895565,-0.7861774,-0.8600087,-1.1293513,-1.1450191,-1.1350017,-1.1732243,-1.2939965,-1.2998504,-1.1440957,-1.0403061,-1.10412,-1.048367,-0.8128017,-0.8915478,-0.944687,-0.9680243,-0.8600713,-1.0536417,-1.0692313,-0.882047,-0.8248852,-0.7152104,-0.6906522,-0.748033,-0.8554226,-0.8800904,-0.9274383,-0.7104991,-0.5232365,-0.6268226,-0.6024991,-0.8408974,-0.8786035,-0.7830783,-0.8992643,-0.762527,-0.6670643,-0.9896557,-1.17144,-1.0054957,-0.9233687,-0.9413843,-1.0070765,-0.9353896,-0.8757861,-0.9163722,-1.0415896,-1.0015983,-1.4225635,-1.7911565,-1.6148191,-1.3806,-1.352567,-1.1064522,-1.4785983,-1.575767,-1.9586504,-2.2767965,-2.3327217,-2.1304487,-2.0011461,-1.7137565,-1.6364817,-1.528873,-1.5333183,-1.439687,-1.435007,-1.5000104,-1.4325965
388,B144,-1.5010944,-1.4249802,-1.4284944,-1.2397555,-1.3648379,-1.2244779,-0.8683591,-0.8112892,-0.9480929,-1.105919,-1.1963638,-1.0245649,-0.9982184,-1.1310449,-1.0117073,-0.9607821,-0.9690101,-0.8999454,-0.7196659,-0.6357866,-0.6261487,-0.6228659,-0.4983727,-0.4899974,-0.5366508,-0.6341031,-0.9270704,-1.0569718,-1.1562339,-1.5183501,-1.5394146,-1.5259468,-1.577335,-1.7397064,-1.7475767,-1.538173,-1.3986337,-1.484428,-1.4094711,-1.0927668,-1.1986365,-1.2700791,-1.301455,-1.1563181,-1.4165628,-1.4375221,-1.1858631,-1.1090123,-0.9615607,-0.9285435,-1.0056889,-1.1500682,-1.1832327,-1.2468892,-0.9552266,-0.7034624,-0.8427282,-0.8100266,-1.1305398,-1.1812336,-1.0528052,-1.209011,-1.0251751,-0.896831,-1.330537,-1.574936,-1.351833,-1.2414179,-1.265639,-1.3539584,-1.2575793,-1.1774457,-1.2320115,-1.4003593,-1.3465932,-1.9125576,-2.4081104,-2.1710346,-1.85614,-1.8184511,-1.4875635,-1.9878932,-2.1185311,-2.6332967,-3.0610264,-3.1362148,-2.8642699,-2.6904297,-2.3040504,-2.2001588,-2.0554849,-2.0614612,-1.9355791,-1.9292871,-2.0166807,-1.9260464
